salary salbegin jobtime prevexp educ  minority  sex
19650	9750	90	229	12	1	1
68750	27510	89	38	17	0	0
59375	30000	89	6	20	0	0
31500	15750	89	22	15	0	0
27300	17250	89	175	12	0	0
27000	15750	89	87	15	0	0
41550	24990	89	285	16	0	1
26250	10950	89	0	12	0	1
22200	15000	88	324	12	0	0
65000	37500	88	264	21	0	0
30900	15000	88	252	12	0	0
20100	13200	88	90	8	0	1
22350	13500	88	26	12	0	1
35550	13350	88	32	15	0	1
28500	13950	88	34	12	0	1
24450	13200	88	107	12	0	1
16650	9750	88	412	8	0	1
26700	13500	88	38	12	1	0
43950	23250	88	182	18	1	0
23700	13500	88	359	15	1	0
26550	14250	88	61	15	1	1
27600	15000	87	75	12	0	0
25800	15000	87	143	12	0	0
42300	26250	87	126	16	0	0
30750	15000	87	451	8	0	0
26700	12900	87	18	12	0	1
20850	12000	87	163	12	0	1
35250	15000	87	54	15	1	0
26700	15000	87	56	15	1	0
26550	13050	87	11	12	1	1
27750	12000	87	11	12	1	1
25050	12750	87	123	16	1	1
66000	47490	86	150	16	0	0
52650	19500	86	20	16	0	0
45625	23250	86	60	16	0	0
30900	15000	86	25	15	0	0
29400	16500	86	24	15	0	1
33300	13500	86	24	15	0	1
21900	9750	86	156	12	0	1
18150	9750	86	72	12	0	1
46875	17250	86	19	16	0	1
25500	14400	86	37	12	1	0
26550	15000	86	38	12	1	0
26700	13500	86	367	12	1	0
29850	15000	86	79	15	1	1
69250	42480	85	134	20	0	0
31950	15000	85	438	8	0	0
26250	15600	85	171	8	0	0
35700	17250	85	19	16	0	1
28500	16500	85	69	12	0	1
17100	10200	85	72	12	0	1
25200	13050	85	29	12	1	0
24000	12750	85	59	12	1	1
27450	10200	85	101	12	1	1
18450	10200	85	228	12	1	1
39300	15750	84	72	15	0	0
38850	15000	84	53	15	0	0
30750	15000	84	380	8	0	0
37500	20400	84	33	15	0	0
58750	21750	84	13	16	0	0
34500	18750	84	208	12	0	1
36000	19980	84	240	12	0	1
29100	16500	84	35	8	0	1
16500	10200	84	288	12	0	1
19650	12750	84	180	12	1	0
24750	12000	84	41	12	1	1
27150	15750	84	231	15	1	1
26400	12750	84	36	12	1	1
23100	12000	84	214	16	1	1
54900	25500	83	49	15	0	0
70875	43500	83	156	19	0	0
51250	27480	83	69	16	0	0
67500	34980	83	9	17	0	0
29340	19500	83	150	12	0	0
39600	16500	83	47	15	0	0
29100	15000	83	50	12	0	0
33150	16500	83	69	15	0	0
66750	52500	83	258	16	0	0
33750	15000	83	284	12	0	0
27300	17250	83	91	15	0	0
24000	11250	83	16	12	0	1
19800	10200	83	75	8	0	1
30600	16500	83	216	15	1	0
28950	15000	83	108	15	1	0
38400	16500	83	64	15	1	0
30750	15000	83	302	8	1	0
20400	10950	83	9	12	1	1
19200	11100	83	7	12	1	1
30150	15750	82	72	15	0	0
34620	27750	82	149	16	0	0
80000	15750	82	34	15	0	0
25350	15000	82	32	12	0	0
29850	15750	82	85	12	0	0
24000	13800	82	97	12	0	1
27750	19500	82	265	15	0	1
22350	10200	82	48	8	0	1
16200	10200	82	0	12	0	1
21900	12750	82	0	15	0	1
23250	15750	82	4	16	0	1
33900	12000	82	11	12	0	1
25650	14250	82	51	15	0	1
17250	10200	82	358	12	0	1
22500	15000	82	371	15	1	0
40200	21000	81	3	16	0	0
55500	33750	81	62	19	0	0
26550	15000	81	52	15	0	0
50550	19500	81	44	15	0	0
75000	31500	81	13	19	0	0
27450	12000	81	9	8	0	1
22650	11250	81	0	12	0	1
27300	11250	81	5	12	0	1
27750	11225	81	5	12	0	1
54375	18750	81	81	16	0	1
17400	10200	81	390	8	0	1
40800	18000	81	4	12	0	1
23100	10950	81	0	12	0	1
22500	10950	81	5	8	0	1
26700	11550	81	18	12	0	1
24900	11250	81	0	12	0	1
19650	10950	81	11	12	0	1
22050	10950	81	9	12	0	1
25500	12000	81	11	12	0	1
28200	12750	81	19	15	0	1
23100	11250	81	13	12	0	1
25500	11400	81	9	12	1	0
17100	10200	81	0	8	1	1
68125	32490	80	29	18	0	0
30600	15750	80	460	12	0	0
52125	27480	80	221	19	0	0
61875	36750	80	199	19	0	0
21300	11550	80	24	8	0	0
19650	11250	80	5	12	0	1
22350	11250	80	5	12	0	1
23400	11250	80	18	12	0	1
24300	10950	80	8	12	0	1
28500	11250	80	4	12	0	1
19950	11250	80	8	12	0	1
23400	11250	80	0	12	0	1
34500	17250	80	3	16	0	1
18150	10950	80	0	12	0	1
22350	15000	80	272	12	1	0
40200	17250	79	38	15	0	0
28650	18000	79	261	15	0	0
27750	16500	79	55	15	0	0
66875	31980	79	30	18	0	0
30000	15750	79	308	12	0	0
83750	21750	79	12	16	0	0
33900	16500	79	94	12	0	0
56500	21000	79	12	16	0	0
43000	17490	79	20	16	0	1
20850	12000	79	70	8	0	1
24450	12000	79	8	12	0	1
24750	10950	79	5	12	0	1
34500	15750	79	246	8	1	0
27900	15000	79	47	14	1	0
68125	32010	78	35	19	0	0
73500	33000	78	45	19	0	0
30750	15750	78	429	8	0	0
40050	25500	78	133	15	0	0
40350	19500	78	20	16	0	0
38700	23730	78	176	15	0	0
65000	30750	78	26	17	0	0
51450	36240	78	149	18	0	0
35250	15750	78	387	12	0	0
25950	15000	78	53	14	0	0
25050	14250	78	24	15	0	0
26700	12750	78	25	12	0	0
24000	15750	78	476	8	0	0
26850	15000	78	48	12	0	0
23400	15300	78	209	12	0	1
24600	13500	78	47	12	0	1
32550	18000	78	6	15	0	1
26550	15000	78	105	16	1	0
31500	13500	78	7	12	1	0
22350	15000	78	320	8	1	0
35250	15750	78	281	12	1	0
25800	13500	78	51	15	1	1
30750	15750	77	317	12	0	0
30750	16500	77	41	15	0	0
50000	32490	77	264	16	0	0
34500	18000	77	63	15	0	0
26250	15750	77	38	15	0	0
44875	21240	77	22	16	0	0
22500	12000	77	63	12	0	1
25650	14250	77	64	12	0	1
21300	11250	77	0	12	0	1
29850	13500	77	38	12	0	1
34500	12150	77	4	12	0	1
27750	15000	77	52	15	1	0
27750	11550	77	12	12	1	0
48750	21990	76	61	16	0	0
43410	15750	76	12	15	0	0
22050	15000	76	385	12	0	0
22050	12000	76	6	12	0	1
22500	14250	76	90	12	0	1
25500	12000	76	7	15	0	1
29160	15000	76	22	12	0	1
16800	10200	76	76	8	0	1
29550	15750	76	144	8	1	0
26700	15750	76	18	12	1	0
55000	32490	75	125	18	0	0
62500	34980	75	74	18	0	0
27300	17250	75	132	15	0	0
24450	12000	75	144	12	0	1
33000	18000	75	26	16	0	1
37050	18000	75	5	15	0	1
24450	10950	75	32	12	1	1
31950	15750	74	408	8	0	0
47250	21240	74	45	16	0	0
26100	11550	74	2	12	0	1
15900	10200	74	43	8	0	1
23700	10650	74	281	8	0	1
21750	12450	74	318	8	0	1
59400	33750	74	272	12	1	0
24450	14250	74	117	12	1	1
103500	60000	73	150	16	0	0
35700	16500	73	72	12	0	0
22200	16500	73	7	12	0	1
22950	13950	73	22	15	0	1
23100	12000	73	228	12	0	1
56750	30000	73	15	16	0	1
29100	12750	73	375	17	0	1
37650	15750	73	132	12	0	1
27900	13500	73	32	12	0	1
21150	12000	73	159	8	0	1
31200	15750	73	155	12	1	0
20550	11250	73	154	12	1	1
25950	17250	72	83	15	0	0
28350	15000	72	48	15	0	0
17700	10200	72	184	8	0	1
23550	13500	72	49	15	0	1
19950	10200	72	56	12	0	1
29400	15300	72	30	12	0	1
28800	13950	72	18	12	0	1
16950	10200	72	319	8	0	1
35700	18000	72	138	16	1	0
17400	10200	72	116	12	1	1
21450	10200	72	194	8	1	1
24750	12000	72	68	12	1	1
16950	10200	72	271	12	1	1
26100	13500	72	169	12	1	1
28050	15000	71	15	14	0	0
36600	18000	71	12	16	0	1
58125	18000	71	11	16	0	1
21300	15750	70	372	15	0	0
22500	16500	70	216	12	0	0
29400	15750	70	15	15	0	0
27450	14700	70	41	12	0	0
29850	15750	70	48	15	0	0
25350	15750	70	56	15	0	0
15750	10200	70	275	8	0	1
19650	13050	70	102	8	0	1
21000	13500	70	82	12	0	1
27000	18000	70	192	17	1	0
24000	15750	70	120	12	1	0
78500	28740	70	67	17	1	0
20850	13050	70	127	12	1	1
30000	15750	69	348	12	0	0
28500	15750	69	174	8	0	0
65000	31980	69	74	19	0	0
30150	16500	69	110	14	0	0
66875	32490	69	81	19	0	0
24150	13500	69	7	15	0	1
24450	12450	69	12	12	0	1
21600	12000	69	0	12	0	1
27900	12450	69	0	12	0	1
29100	12450	69	17	8	0	1
22650	11250	69	2	12	0	1
20850	11250	69	0	12	0	1
22950	12300	69	5	12	0	1
30600	12450	69	5	12	0	1
20400	11250	69	0	12	0	1
23850	12750	69	20	12	0	1
22800	11250	69	0	12	0	1
20700	11250	69	2	12	0	1
21300	11250	69	3	12	1	1
24300	15000	69	121	12	1	1
19650	13950	69	133	12	1	1
60000	32490	68	17	17	0	0
30300	15750	68	55	15	0	0
61250	33000	68	9	19	0	0
36000	19500	68	21	19	0	0
25200	18750	68	344	8	0	1
16200	10200	68	180	12	0	1
22800	11250	68	2	12	0	1
43500	19500	68	11	16	0	1
30300	15750	68	155	8	1	0
31950	15750	68	70	15	1	0
35250	13500	67	6	15	0	0
37800	15000	67	36	15	0	0
31200	15750	67	46	15	0	0
29400	16500	67	68	15	0	0
70000	35040	67	75	19	0	0
33900	15750	67	96	15	0	0
27150	16500	67	78	15	0	0
22200	13800	67	196	12	0	1
31350	11100	67	47	15	0	1
20850	13500	67	181	12	0	1
33300	17490	67	120	16	1	0
26250	16050	67	97	8	1	0
31950	15750	67	58	15	1	0
30000	15750	67	305	8	1	0
66250	34980	67	99	19	1	0
86250	45000	66	50	18	0	0
30750	15000	66	56	12	0	0
33540	15750	66	47	12	0	0
34950	20250	66	55	16	0	0
40350	16500	66	80	15	0	0
30270	15750	66	80	12	0	0
26250	16050	66	264	8	0	0
32400	15000	66	64	15	0	0
20400	11250	66	0	12	0	1
24150	12750	66	96	8	0	1
23850	13500	66	122	15	0	1
29700	13500	66	26	12	0	1
21600	13500	66	228	8	0	1
24450	15750	66	87	12	0	1
28050	16500	66	84	15	1	0
100000	44100	66	128	16	1	0
49000	20550	66	86	15	1	0
16350	10200	66	163	12	1	1
70000	21750	65	19	16	0	0
55000	34980	65	129	19	0	0
28500	14250	65	20	15	0	0
28800	18000	65	210	12	0	0
24450	15750	65	338	15	0	0
90625	31250	65	18	19	0	0
43650	19500	65	19	16	0	0
75000	42510	65	54	19	0	0
31650	14250	65	10	15	0	0
61875	28740	65	26	19	0	0
21750	11250	65	0	12	0	1
22500	12750	65	24	12	0	1
21600	13500	65	173	8	0	1
34410	19500	65	79	16	0	1
20700	14250	65	241	15	0	1
47550	33000	64	27	19	0	0
33900	16500	64	106	12	0	0
23400	13500	64	198	12	0	1
32850	19500	64	20	16	0	1
55750	19980	64	36	16	0	1
25200	13950	64	57	15	0	1
26250	15750	64	69	12	1	0
26400	15750	64	32	15	1	0
39150	15750	63	46	15	0	0
21450	12750	63	139	12	0	1
29400	14250	63	9	12	0	1
